name,predicted_heartrate,real_heartrate,heartrate_error,blink_rate
S_000,86.572265625,83.5375,3.0347656250000057,27.93791574279379
S_001,58.0078125,80.3974358974359,-22.389623397435898,25.418060200668894
S_002,84.375,122.47916666666667,-38.10416666666667,30.97884546432413
S_003,180.17578125,114.92156862745098,65.25421262254902,28.362037376328324
S_004,74.267578125,79.125,-4.857421875,29.09625275532697
S_005,65.91796875,92.7875,-26.869531249999994,28.414096916299563
S_006,93.1640625,106.72839506172839,-13.564332561728392,24.440366972477065
S_007,54.052734375,103.53086419753086,-49.47812982253086,28.217280349981774
S_008,52.734375,90.29629629629629,-37.56192129629629,26.904848705796574
S_009,80.859375,81.0886075949367,-0.229232594936704,32.54612546125461
S_010,57.568359375,98.06172839506173,-40.493369020061735,27.692307692307693
S_011,50.9765625,72.5679012345679,-21.5913387345679,29.878273699741797
S_012,83.49609375,81.48809523809524,2.007998511904759,27.801724137931036
S_013,74.267578125,90.24489795918367,-15.977319834183675,28.94736842105263
S_014,46.58203125,83.33333333333333,-36.75130208333333,31.776388378080174
S_015,44.82421875,79.21176470588236,-34.38754595588236,25.450689289501593
S_016,81.298828125,95.48101265822785,-14.182184533227854,31.852409638554217
S_017,92.724609375,90.58571428571429,2.138895089285711,27.80708364732479
S_018,59.765625,86.0,-26.234375,26.26399728537496
S_019,71.19140625,96.5375,-25.346093749999994,28.33089311859444
S_020,82.177734375,80.92682926829268,1.2509051067073216,25.306416726748377
S_021,65.0390625,118.46478873239437,-53.42572623239437,26.460859977949283
S_022,50.09765625,87.14285714285714,-37.04520089285714,31.4410480349345
S_023,86.572265625,77.51851851851852,9.053747106481481,27.732942039618493
S_024,77.783203125,77.18181818181819,0.601384943181813,24.954396205764322
S_025,54.931640625,61.475,-6.543359375000001,27.112417340191037
S_026,70.3125,70.50617283950618,-0.19367283950617775,31.95266272189349
S_027,69.873046875,102.07777777777778,-32.20473090277778,29.497450837581937
S_028,52.294921875,73.88732394366197,-21.59240206866197,27.68216770413768
S_029,74.70703125,97.88607594936708,-23.179044699367083,29.823269513991164
S_030,61.083984375,79.42682926829268,-18.34284489329268,28.936792108147603
S_031,67.67578125,91.39506172839506,-23.719280478395063,30.552546045503792
S_032,88.330078125,86.86842105263158,1.4616570723684248,27.302996670366262
S_033,87.451171875,85.6375,1.8136718749999972,25.29585798816568
S_034,50.9765625,94.28571428571429,-43.30915178571429,28.16593886462882
S_035,81.73828125,109.97727272727273,-28.238991477272734,29.149797570850204
S_036,86.1328125,81.46913580246914,4.66367669753086,26.963829009864813
S_037,46.142578125,71.8170731707317,-25.674495045731703,30.4635761589404
S_038,63.720703125,66.025,-2.3042968750000057,27.845303867403317
S_039,37.79296875,102.05333333333333,-64.26036458333333,25.951940850277264
S_040,43.505859375,90.46341463414635,-46.957555259146346,30.563583815028903
S_041,93.603515625,117.71232876712328,-24.10881314212328,24.351005484460693
S_042,59.326171875,62.93827160493827,-3.612099729938272,31.403118040089087
S_043,85.693359375,57.78082191780822,27.91253745719178,28.186453022578295
S_044,54.052734375,75.18072289156626,-21.127988516566262,27.222427148653637
S_045,72.94921875,75.65,-2.7007812500000057,30.966325036603223
S_046,58.447265625,62.875,-4.427734375,24.936201239518777
S_047,58.447265625,70.92682926829268,-12.479563643292678,23.05159165751921
S_048,38.671875,101.67088607594937,-62.99901107594937,28.455882352941174
S_049,59.765625,63.8,-4.034374999999997,22.32459248759745
S_050,93.603515625,87.76829268292683,5.835222942073173,27.581174753739514
S_051,93.603515625,80.16455696202532,13.438958662974684,25.446428571428573
S_052,66.796875,71.12048192771084,-4.323606927710841,20.630372492836678
S_053,72.509765625,69.16,3.3497656250000034,28.84615384615385
S_054,83.056640625,64.5952380952381,18.461402529761898,27.692307692307693
S_055,71.19140625,73.0,-1.80859375,24.244630506006555
S_056,59.765625,97.20987654320987,-37.44425154320987,30.055658627087197
S_057,84.375,68.44444444444444,15.930555555555557,30.887185104052573
S_058,69.873046875,79.9625,-10.089453125000006,28.01037421267136
S_059,61.5234375,78.73913043478261,-17.21569293478261,20.081814801041276
