name,predicted_heartrate,real_heartrate,heartrate_error,blink_rate
S_000,56.25,85.6375,-29.387500000000003,24.630177514792898
S_001,56.25,87.14285714285714,-30.89285714285714,31.4410480349345
S_002,67.67578125,68.44444444444444,-0.7686631944444429,32.20153340635268
S_003,80.419921875,79.9625,0.4574218749999943,26.009633197480547
S_004,67.67578125,69.16,-1.4842187499999966,30.769230769230774
