name,predicted_heartrate,real_heartrate,heartrate_error,blink_rate
S_000,57.568359375,81.33333333333333,-23.76497395833333,30.593132154006245
S_001,77.783203125,83.18085106382979,-5.397647938829792,28.769979152189016
S_002,65.0390625,62.214285714285715,2.8247767857142847,28.753993610223638
S_003,57.568359375,61.91463414634146,-4.346274771341463,33.86396526772793
S_004,57.568359375,67.92857142857143,-10.36021205357143,29.64554242749732
